date,model,model_key,period,in_training,knows_2024,action,confidence,reasoning,price,next_day_return,rsi,macd,conf_bin
2019-01-16,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is above 65 indicating potential overbought conditions, and MACD is slightly negative, suggestin",235.4016876220703,0.7586623310582574,66.3929535793342,-0.0534564066445513,60-70
2019-01-17,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70, indicating overbought conditions, suggesting a potential price pullback. Current po",237.18759155273438,1.3309937014959639,70.34280335439381,0.14870847889664138,70-80
2019-01-18,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback.",240.34454345703125,-1.351025507865422,76.07754394126104,0.4058638517379405,60-70
2019-01-22,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 60 indicating potential overbought conditions, and MACD is positive but not strongly bu",237.09742736816406,0.2092491146298947,61.87738012173221,0.5032691752879582,70-80
2019-01-23,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is above 60 indicating potential overbought conditions, and the MACD is positive but not strong ",237.5935516357422,0.053143900001861866,63.09188509334034,0.584961948224606,60-70
2019-01-24,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 60 indicating potential overbought conditions, but returns are positive. Position is FL",237.71981811523438,0.8461278450262455,63.43397465416122,0.6470189175814529,70-80
2019-01-25,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is close to overbought (above 70), suggesting caution. Current position is FLAT and indicators d",239.73123168945312,-0.7600012882672313,68.7567210647129,0.7496633141411645,70-80
2019-01-28,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is close to overbought, and recent returns are negative, indicating potential weakness.",237.90927124023438,-0.13270588525042815,59.67739973113713,0.7710256977643385,60-70
2019-01-29,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is above 50 indicating potential upward momentum, but MACD is slightly positive and returns are ",237.5935516357422,1.583058842146312,58.142285008550516,0.7649068426927044,60-70
2019-01-30,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is high at 69.1, indicating potential overbought conditions, suggesting caution. Current positio",241.35479736328125,0.8782527728275369,69.07668679717472,0.8632120080295753,70-80
2019-01-31,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback. Current pos",243.47450256347656,0.048156391704989865,73.56683206044039,1.001002473515079,70-80
2019-02-01,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback.",243.5917510986328,0.7035379351916671,73.80954740958039,1.106747059295442,70-80
2019-02-04,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback. Current pos",245.30551147460938,0.4191873997206663,77.32153002146735,1.2248656591793998,70-80
2019-02-05,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,85,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback. Current pos",246.33380126953125,-0.1318282538387061,79.24808281427238,1.3373414478924712,80-90
2019-02-06,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is high (76.9), indicating overbought conditions, suggesting a potential price drop. Current pos",246.00906372070312,-0.9532856358679953,76.8686082288365,1.4055658153552502,70-80
2019-02-07,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 60 indicating potential overbought conditions, and the MACD is positive but not strongl",243.6638946533203,0.12215728500346579,61.48520320905192,1.3787145346121188,70-80
2019-02-08,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is approaching overbought territory, indicating potential for a pullback. Current position is FL",243.9615478515625,0.05545317490378565,62.58185809247836,1.3394749600375306,60-70
2019-02-11,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is above 60 indicating potential overbought conditions, and recent returns are mixed, suggesting",244.09683227539062,1.2859744216618951,63.13237751704377,1.2984885138474414,60-70
2019-02-12,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback.",247.23585510253906,0.32463426647992843,73.55072410732409,1.337545031728039,60-70
2019-02-13,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback. Current pos",248.03846740722656,-0.2217779404309339,75.58612357927372,1.387212129277528,60-70
2019-02-14,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price decline. Current posi",247.48837280273438,1.089726018191306,71.25001348604266,1.3991186062316656,70-80
2019-02-15,GPT-4o-mini,gpt-4o-mini,in_training,True,False,SELL,85,"RSI is above 70 indicating overbought conditions, suggesting a potential price decline.",250.18531799316406,0.1730284771206847,78.29402634982625,1.4610947079272851,80-90
2019-02-19,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback. Current pos",250.6182098388672,0.2015462861460371,79.23622815999249,1.515997107780741,70-80
2019-02-20,GPT-4o-mini,gpt-4o-mini,in_training,True,False,SELL,85,"RSI is high at 80.4 indicating overbought conditions, suggesting a potential price drop. MACD is pos",251.12332153320312,-0.35557393542613447,80.3826910949175,1.5566531695879804,80-90
2019-02-21,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price decline. Current posi",250.2303924560547,0.6200157703786013,72.24604718351938,1.5503032190165467,70-80
2019-02-22,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback.",251.7818603515625,0.1361511725266773,76.92813186029223,1.563077479266049,70-80
2019-02-25,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is high at 77.9, indicating overbought conditions, suggesting caution before entering a position",252.12466430664062,-0.07157191064561808,77.87952455527339,1.5714788912008306,70-80
2019-02-26,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is high at 76.0, indicating overbought conditions, suggesting a potential price drop. Current po",251.9442138671875,-0.042976326197585735,75.976619819127,1.5572227822145757,60-70
2019-02-27,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price decline. Current posi",251.8359375,-0.1862179114316742,74.71272203035012,1.5246524304497946,70-80
2019-02-28,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is high (69.0), indicating potential overbought conditions, and MACD is positive but not strong ",251.36697387695312,0.6243692174854987,68.97819994803457,1.469115601887549,70-80
2019-03-01,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is above 70 indicating overbought conditions, suggesting a potential price correction. Current p",252.93643188476562,-0.3637752902583058,76.07059629061452,1.4474032982662444,60-70
2019-03-04,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 65 indicating overbought conditions, suggesting a potential price decline. Current posi",252.0163116455078,-0.13599423739479866,65.88156897547046,1.3971028132840784,70-80
2019-03-05,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,RSI is approaching overbought territory but not yet high enough to trigger a sell. The MACD is posit,251.673583984375,-0.6057047305392138,62.29544984549795,1.328590171822932,70-80
2019-03-06,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is neutral, MACD shows slight bullish momentum, but recent returns are negative.",250.14918518066406,-0.836536937156096,48.69281572104414,1.2173360687816517,60-70
2019-03-07,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is below 40 indicating potential weakness, and the returns over 1d and 5d are negative, suggesti",248.0565948486328,-0.20001061720207325,36.17970614499374,1.0520233575422997,60-70
2019-03-08,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI indicates oversold conditions, but MACD is positive and returns are negative in the short term, ",247.56045532226562,1.4501370243640954,33.80326773078342,0.8882915909710307,60-70
2019-03-11,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is neutral, MACD is slightly positive, and short-term returns are mixed, indicating no strong si",251.15042114257812,0.37710987415453534,57.248246850503755,0.8515684122684706,70-80
2019-03-12,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is above 60 indicating potential overbought conditions, and MACD is positive but not strong enou",252.0975341796875,0.6619449704941438,61.408885746580786,0.8499179623264378,60-70
2019-03-13,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 65 indicating overbought conditions, suggesting a potential price pullback. Current pos",253.7662811279297,-0.06400764075051857,67.78309711311073,0.8883699679893178,70-80
2019-03-14,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is approaching overbought territory, indicating potential for a pullback. Current position is FL",253.60385131835938,0.49405596160139176,66.54856889723362,0.9082264614639253,70-80
2019-03-15,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback.",254.85679626464844,0.3625489790474834,71.21477022040506,0.9477172133388927,70-80
2019-03-18,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback.",255.78077697753906,0.024816783829528788,74.26889031284702,0.9966632460892296,70-80
2019-03-19,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback.",255.84425354003906,-0.30097795021163387,74.48349342907811,1.0280600973344611,70-80
2019-03-20,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 65 indicating potential overbought conditions, suggesting a hold rather than a buy.",255.07421875,1.1294918375472918,66.6972128482861,1.0201976549504768,70-80
2019-03-21,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback. Current pos",257.95526123046875,-1.9246267277660434,77.05300055068096,1.0779069040278497,70-80
2019-03-22,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is neutral, MACD is slightly positive, and recent returns are mixed, indicating no strong signal",252.99058532714844,-0.07520510716803042,47.613861329522635,0.9851938899327833,70-80
2019-03-25,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is neutral, MACD is slightly positive, and recent returns show a slight decline. No clear buy si",252.80032348632812,0.7454162426945965,46.8228152672597,0.8794176029113788,60-70
2019-03-26,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is neutral, MACD is slightly positive, and short-term returns are mixed, indicating no strong si",254.6847381591797,-0.5229339203316474,55.30815677926741,0.8391499080724335,60-70
2019-03-27,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is neutral, MACD is slightly positive, and recent returns show mixed performance, indicating no ",253.3529052734375,0.3790411989205378,48.9398006148347,0.7654232487226171,60-70
2019-03-28,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is neutral, MACD is slightly positive, and recent returns show mixed performance. No clear signa",254.31321716308594,0.630605836042486,53.40356561402872,0.7229778241227892,60-70
2019-03-29,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 60, indicating potential overbought conditions, but MACD is positive and returns are sh",255.91693115234375,1.1858854270139219,60.12129336497875,0.729453054835889,70-80
2019-04-01,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback. Current pos",258.9518127441406,0.04891970651004218,69.66933638410563,0.8147020915940177,70-80
2019-04-02,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is at 70.0, indicating overbought conditions, suggesting a potential price pullback. Current pos",259.0784912109375,0.1574300628872205,70.01510438319147,0.8823770724993121,70-80
2019-04-03,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI indicates overbought conditions (71.2), suggesting a potential price pullback. Current position ",259.4863586425781,0.2653110739706088,71.2334077347622,0.9367391180583053,70-80
2019-04-04,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback.",260.1748046875,0.4840354854571238,73.34283990883335,0.9882843993322463,70-80
2019-04-05,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is above 70 indicating overbought conditions, suggesting a potential price correction. Current p",261.43414306640625,0.0762372888241103,76.91568777521857,1.052864656065248,60-70
2019-04-08,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is high at 77.5, indicating overbought conditions, suggesting a potential price pullback. Curren",261.6334533691406,-0.5125154478401006,77.46719489113914,1.100435748479798,70-80
2019-04-09,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is above 65, indicating potential overbought conditions, and the MACD is positive but not strong",260.29254150390625,0.34109617404358694,65.34773861176443,1.0904989189978742,60-70
2019-04-10,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70, indicating overbought conditions, suggesting a potential price pullback.",261.1803894042969,-0.027750647057456224,69.04729886790548,1.0893390819912778,70-80
2019-04-11,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70, indicating overbought conditions, suggesting a potential price decline. Current pos",261.10791015625,0.676602480790045,68.35984649276239,1.0770057555718024,70-80
2019-04-12,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback.",262.87457275390625,-0.06545254783155707,75.2814504767385,1.1013546081869994,70-80
2019-04-15,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI indicates overbought conditions, suggesting a potential price drop. Current position is FLAT, an",262.7025146484375,0.06549541625020527,73.47519838828106,1.1090557705134116,70-80
2019-04-16,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,80,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback. Current pos",262.87457275390625,-0.2446518256477903,74.1897450334686,1.1063855563426548,70-80
2019-04-17,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is approaching overbought territory, suggesting caution. Current position is FLAT, and indicator",262.2314453125,0.19687412717623864,66.46727668441989,1.0753683784044543,70-80
2019-04-18,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is high (69.4), indicating potential overbought conditions, suggesting caution. Current position",262.7477111816406,0.08621653882467939,69.4159801822145,1.0503235960721482,70-80
2019-04-22,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70, indicating overbought conditions, suggesting a potential price pullback. Current po",262.9742431640625,0.899138229157237,70.71957801147585,1.0263803336967532,70-80
2019-04-23,GPT-4o-mini,gpt-4o-mini,in_training,True,False,SELL,85,"RSI is above 70 indicating overbought conditions, suggesting a potential price decline.",265.3387451171875,-0.22193034313172655,80.651819209889,1.058839290575368,80-90
2019-04-24,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price drop. Current positio",264.7498779296875,-0.061565423954190734,73.48849113541708,1.064027042132248,70-80
2019-04-25,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price decline. Current posi",264.5868835449219,0.46567565357393814,71.46139040396343,1.0498558283137804,70-80
2019-04-26,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is high at 77.0 indicating overbought conditions, suggesting a potential price pullback. Current",265.8190002441406,0.15679035887965487,76.99599459747607,1.058494072861013,70-80
2019-04-29,GPT-4o-mini,gpt-4o-mini,in_training,True,False,SELL,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price drop.",266.23577880859375,0.05104301758342977,78.61470944345302,1.0678451309887245,70-80
2019-04-30,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback. Current pos",266.3716735839844,-0.7517013010417517,79.16625269211893,1.0678272736609098,70-80
2019-05-01,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"The indicators suggest a neutral market with RSI at 55.0 and MACD positive, but the recent returns a",264.3693542480469,-0.2158526259529947,55.03492235943067,1.0036508149229302,60-70
2019-05-02,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is neutral at 50.0 and MACD is slightly positive, indicating no strong momentum. The recent retu",263.7987060546875,0.9787884438920313,50.02101097822158,0.9203636227304515,60-70
2019-05-03,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is high (66.1), indicating potential overbought conditions, and MACD is positive but not strongl",266.3807373046875,-0.4115473851738938,66.13065760963876,0.91207337250693,60-70
2019-05-06,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is neutral and MACD is slightly positive, indicating no strong momentum to buy or sell.",265.2844543457031,-1.6699603731392343,57.112123875142906,0.8729361800769935,60-70
2019-05-07,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is below 35 indicating potential oversold conditions, but MACD is positive and returns are negat",260.85430908203125,-0.13889158617887976,34.91213642282031,0.7079788827779283,70-80
2019-05-08,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI indicates oversold conditions, but MACD is positive and price is below the lower Bollinger Band,",260.49200439453125,-0.3026194843788521,33.67687166015304,0.5487379441767092,60-70
2019-05-09,GPT-4o-mini,gpt-4o-mini,in_training,True,False,BUY,75,"RSI is below 31 indicating oversold conditions, suggesting a potential price rebound. MACD is positi",259.7037048339844,0.5023283863129446,30.92947472461954,0.3940033651241004,70-80
2019-05-10,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is below 50 indicating potential weakness, and MACD is positive but not strong enough to warrant",261.0082702636719,-2.5130078516551246,40.23904592722424,0.3055146166343627,60-70
2019-05-13,GPT-4o-mini,gpt-4o-mini,in_training,True,False,BUY,75,"RSI indicates oversold conditions, suggesting a potential reversal. The MACD is slightly positive, i",254.44911193847656,0.9043585118523989,22.58173919383269,0.03464996825085408,70-80
2019-05-14,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is below 35 indicating oversold conditions, but MACD is negative and returns are declining, sugg",256.750244140625,0.585734879223021,34.25930766776814,-0.11098481401770613,60-70
2019-05-15,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is below 50 indicating potential weakness, and the recent returns are negative over multiple tim",258.2541198730469,0.9261124794400999,40.97323008059719,-0.17582289985903374,60-70
2019-05-16,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is neutral and MACD is slightly negative, indicating no strong momentum to buy or sell.",260.6458435058594,-0.6464818519670734,50.289410820178226,-0.14985886348296934,60-70
2019-05-17,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"The indicators suggest a lack of strong momentum (RSI is neutral, MACD is negative), and recent retu",258.9608154296875,-0.6611885413784324,44.570883694285655,-0.18181954981905407,60-70
2019-05-20,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"The RSI indicates a neutral position, and the MACD is slightly negative, suggesting no strong moment",257.24859619140625,0.9015932338749533,39.32758015105259,-0.25847738541175413,60-70
2019-05-21,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is neutral, MACD is slightly negative, and the recent returns show mixed performance. No clear b",259.56793212890625,-0.30718867107745185,48.7506847941322,-0.24055242016459544,60-70
2019-05-22,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is neutral, MACD is slightly negative, and recent returns indicate potential weakness.",258.77056884765625,-1.2218561845339426,45.92151270449906,-0.2508524844476914,60-70
2019-05-23,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is below 40 indicating potential weakness, and recent returns are negative, suggesting further d",255.6087646484375,0.2268323887853807,36.28653366682732,-0.3573188154714478,70-80
2019-05-24,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is below 40 indicating potential weakness, and MACD is negative, suggesting a lack of upward mom",256.1885681152344,-0.9300176407096461,38.99482278035157,-0.41519281291248084,60-70
2019-05-28,GPT-4o-mini,gpt-4o-mini,in_training,True,False,BUY,70,"RSI indicates oversold conditions, suggesting a potential reversal. Current price trend is negative,",253.80596923828125,-0.6710883649479804,32.453778489562566,-0.5356084221616749,60-70
2019-05-29,GPT-4o-mini,gpt-4o-mini,in_training,True,False,BUY,75,"RSI indicates oversold conditions, suggesting a potential reversal; MACD is negative but close to ze",252.1027069091797,0.27309973372759977,28.50917540325608,-0.6788836733091944,70-80
2019-05-30,GPT-4o-mini,gpt-4o-mini,in_training,True,False,BUY,70,"RSI indicates oversold conditions, suggesting a potential price reversal.",252.79119873046875,-1.3475464727187747,32.34453489964069,-0.7567123274744527,60-70
2019-05-31,GPT-4o-mini,gpt-4o-mini,in_training,True,False,BUY,75,"RSI indicates oversold conditions, suggesting a potential reversal; MACD is negative but may improve",249.3847198486328,-0.2542389940770384,24.76090530714319,-0.9305505072322062,70-80
2019-06-03,GPT-4o-mini,gpt-4o-mini,in_training,True,False,BUY,75,"RSI indicates oversold conditions, suggesting a potential reversal. Current position is FLAT, allowi",248.7506866455078,2.170643397716554,23.573876096865433,-1.0710498769750751,70-80
2019-06-04,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is neutral and MACD is slightly negative, indicating no strong momentum for a buy. Current posit",254.15017700195312,0.8661990950280529,48.04718324001294,-0.9727911794341806,60-70
2019-06-05,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is neutral, MACD is slightly negative, and returns indicate mixed performance. No clear buy sign",256.35162353515625,0.6502875550735476,54.84895305755974,-0.826293871472564,60-70
2019-06-06,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,RSI is approaching overbought territory but not yet high enough to trigger a sell. The MACD is sligh,258.0186462402344,1.0006676716238339,59.4836795336045,-0.6525273439793434,70-80
2019-06-07,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 65, indicating potential overbought conditions, and MACD is negative, suggesting bearis",260.6005554199219,0.4589337443243746,65.76405926192783,-0.4290135676932279,70-80
2019-06-10,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70, indicating overbought conditions, suggesting a potential price pullback. Current po",261.7965393066406,-0.024211553725461687,68.38346319822318,-0.2164684691618982,70-80
2019-06-11,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 68 indicating overbought conditions, and MACD is negative, suggesting a potential price",261.733154296875,-0.1765411232031111,68.06500441788747,-0.05095692691453108,70-80
2019-06-12,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is high at 65.5, indicating potential overbought conditions, while MACD is slightly positive. Gi",261.2710876464844,0.4125877156250679,65.49931056364684,0.06537149125107801,70-80
2019-06-13,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 70, indicating overbought conditions, suggesting a potential price pullback. Current po",262.34906005859375,-0.11047321434595192,68.67755662908313,0.1879750398717397,70-80
2019-06-14,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is high but not overbought; MACD is positive indicating upward momentum, but returns are mixed.",262.0592346191406,0.03804518771461929,66.76940016631346,0.2735897975556229,60-70
2019-06-17,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is above 65 indicating overbought conditions, suggesting a potential price pullback. Current pos",262.158935546875,1.0470612393520984,67.13188062995155,0.34029165546981993,70-80
2019-06-18,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,70,"RSI is above 70 indicating overbought conditions, suggesting a potential price pullback. Current pos",264.9039001464844,0.22573919939596898,75.59037388545046,0.4673869228980289,60-70
2019-06-19,GPT-4o-mini,gpt-4o-mini,in_training,True,False,SELL,85,"RSI is high at 77.1, indicating overbought conditions, suggesting a sell opportunity.",265.50189208984375,0.9554175269190779,77.0734497097256,0.5810952123784996,80-90
2019-06-20,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,75,"RSI is high at 82.3 indicating overbought conditions, suggesting a potential price correction. Curre",268.0385437011719,-0.14531337330485616,82.32861346172658,0.7335922741996466,70-80
2019-06-21,GPT-4o-mini,gpt-4o-mini,in_training,True,False,SELL,85,"RSI is above 70 indicating overbought conditions, suggesting a potential price drop.",267.6490478515625,-0.12248122190240407,79.11569214756327,0.8386453197700097,80-90
2019-06-24,GPT-4o-mini,gpt-4o-mini,in_training,True,False,HOLD,80,"RSI is above 70 indicating overbought conditions, suggesting a potential price decline.",267.32122802734375,-0.9807773932591801,76.22676196887731,0.9018922856080466,70-80
